中文名称,英文名称,功能,食品名称,最大使用量(g/kg)
磷酸，焦磷酸二氢二钠，焦磷酸钠，磷酸二氢钙，磷酸二氢钾，磷酸氢二铵，磷酸氢二钾，磷酸氢钙，磷酸三钙，磷酸三钾，磷酸三钠，六偏磷酸钠，三聚磷酸钠，磷酸二氢钠，磷酸氢二钠，焦磷酸四钾，焦磷酸一氢三钠，聚偏磷酸钾，酸式焦磷酸钙,Phosphoric acid, disodium dihydrogen pyrophosphate, tetrasodium pyrophosphate, calcium dihydrogen phosphate, potassium dihydrogen phosphate, diammonium hydrogen phosphate, dipotassium hydrogen phosphate, calcium hydrogen phosphate (dicalcium orthophosphate), tricalcium orthophosphate (calcium phosphate), tripotassium orthophosphate, trisodium orthophosphate, sodium polyphosphate, sodium tripolyphosphate, sodium dihydrogen phosphate, sodium phosphatedibasic,tetrapotassium pyrophosphate, trisodium monohydrogen diphosphate, potassium polymetaphosphate and calcium acid pyrophosphate,水分保持剂、膨松剂、酸度调节剂、稳定剂、凝固剂、抗结剂,糕点,15.0
磷酸，焦磷酸二氢二钠，焦磷酸钠，磷酸二氢钙，磷酸二氢钾，磷酸氢二铵，磷酸氢二钾，磷酸氢钙，磷酸三钙，磷酸三钾，磷酸三钠，六偏磷酸钠，三聚磷酸钠，磷酸二氢钠，磷酸氢二钠，焦磷酸四钾，焦磷酸一氢三钠，聚偏磷酸钾，酸式焦磷酸钙,Phosphoric acid, disodium dihydrogen pyrophosphate, tetrasodium pyrophosphate, calcium dihydrogen phosphate, potassium dihydrogen phosphate, diammonium hydrogen phosphate, dipotassium hydrogen phosphate, calcium hydrogen phosphate (dicalcium orthophosphate), tricalcium orthophosphate (calcium phosphate), tripotassium orthophosphate, trisodium orthophosphate, sodium polyphosphate, sodium tripolyphosphate, sodium dihydrogen phosphate, sodium phosphatedibasic,tetrapotassium pyrophosphate, trisodium monohydrogen diphosphate, potassium polymetaphosphate and calcium acid pyrophosphate,水分保持剂、膨松剂、酸度调节剂、稳定剂、凝固剂、抗结剂,中式糕点（月饼除外）,15.0
磷酸，焦磷酸二氢二钠，焦磷酸钠，磷酸二氢钙，磷酸二氢钾，磷酸氢二铵，磷酸氢二钾，磷酸氢钙，磷酸三钙，磷酸三钾，磷酸三钠，六偏磷酸钠，三聚磷酸钠，磷酸二氢钠，磷酸氢二钠，焦磷酸四钾，焦磷酸一氢三钠，聚偏磷酸钾，酸式焦磷酸钙,Phosphoric acid, disodium dihydrogen pyrophosphate, tetrasodium pyrophosphate, calcium dihydrogen phosphate, potassium dihydrogen phosphate, diammonium hydrogen phosphate, dipotassium hydrogen phosphate, calcium hydrogen phosphate (dicalcium orthophosphate), tricalcium orthophosphate (calcium phosphate), tripotassium orthophosphate, trisodium orthophosphate, sodium polyphosphate, sodium tripolyphosphate, sodium dihydrogen phosphate, sodium phosphatedibasic,tetrapotassium pyrophosphate, trisodium monohydrogen diphosphate, potassium polymetaphosphate and calcium acid pyrophosphate,水分保持剂、膨松剂、酸度调节剂、稳定剂、凝固剂、抗结剂,西式糕点,15.0
磷酸，焦磷酸二氢二钠，焦磷酸钠，磷酸二氢钙，磷酸二氢钾，磷酸氢二铵，磷酸氢二钾，磷酸氢钙，磷酸三钙，磷酸三钾，磷酸三钠，六偏磷酸钠，三聚磷酸钠，磷酸二氢钠，磷酸氢二钠，焦磷酸四钾，焦磷酸一氢三钠，聚偏磷酸钾，酸式焦磷酸钙,Phosphoric acid, disodium dihydrogen pyrophosphate, tetrasodium pyrophosphate, calcium dihydrogen phosphate, potassium dihydrogen phosphate, diammonium hydrogen phosphate, dipotassium hydrogen phosphate, calcium hydrogen phosphate (dicalcium orthophosphate), tricalcium orthophosphate (calcium phosphate), tripotassium orthophosphate, trisodium orthophosphate, sodium polyphosphate, sodium tripolyphosphate, sodium dihydrogen phosphate, sodium phosphatedibasic,tetrapotassium pyrophosphate, trisodium monohydrogen diphosphate, potassium polymetaphosphate and calcium acid pyrophosphate,水分保持剂、膨松剂、酸度调节剂、稳定剂、凝固剂、抗结剂,月饼,15.0
磷酸，焦磷酸二氢二钠，焦磷酸钠，磷酸二氢钙，磷酸二氢钾，磷酸氢二铵，磷酸氢二钾，磷酸氢钙，磷酸三钙，磷酸三钾，磷酸三钠，六偏磷酸钠，三聚磷酸钠，磷酸二氢钠，磷酸氢二钠，焦磷酸四钾，焦磷酸一氢三钠，聚偏磷酸钾，酸式焦磷酸钙,Phosphoric acid, disodium dihydrogen pyrophosphate, tetrasodium pyrophosphate, calcium dihydrogen phosphate, potassium dihydrogen phosphate, diammonium hydrogen phosphate, dipotassium hydrogen phosphate, calcium hydrogen phosphate (dicalcium orthophosphate), tricalcium orthophosphate (calcium phosphate), tripotassium orthophosphate, trisodium orthophosphate, sodium polyphosphate, sodium tripolyphosphate, sodium dihydrogen phosphate, sodium phosphatedibasic,tetrapotassium pyrophosphate, trisodium monohydrogen diphosphate, potassium polymetaphosphate and calcium acid pyrophosphate,水分保持剂、膨松剂、酸度调节剂、稳定剂、凝固剂、抗结剂,糕点上彩装,15.0
磷酸，焦磷酸二氢二钠，焦磷酸钠，磷酸二氢钙，磷酸二氢钾，磷酸氢二铵，磷酸氢二钾，磷酸氢钙，磷酸三钙，磷酸三钾，磷酸三钠，六偏磷酸钠，三聚磷酸钠，磷酸二氢钠，磷酸氢二钠，焦磷酸四钾，焦磷酸一氢三钠，聚偏磷酸钾，酸式焦磷酸钙,Phosphoric acid, disodium dihydrogen pyrophosphate, tetrasodium pyrophosphate, calcium dihydrogen phosphate, potassium dihydrogen phosphate, diammonium hydrogen phosphate, dipotassium hydrogen phosphate, calcium hydrogen phosphate (dicalcium orthophosphate), tricalcium orthophosphate (calcium phosphate), tripotassium orthophosphate, trisodium orthophosphate, sodium polyphosphate, sodium tripolyphosphate, sodium dihydrogen phosphate, sodium phosphatedibasic,tetrapotassium pyrophosphate, trisodium monohydrogen diphosphate, potassium polymetaphosphate and calcium acid pyrophosphate,水分保持剂、膨松剂、酸度调节剂、稳定剂、凝固剂、抗结剂,饼干,15.0
磷酸，焦磷酸二氢二钠，焦磷酸钠，磷酸二氢钙，磷酸二氢钾，磷酸氢二铵，磷酸氢二钾，磷酸氢钙，磷酸三钙，磷酸三钾，磷酸三钠，六偏磷酸钠，三聚磷酸钠，磷酸二氢钠，磷酸氢二钠，焦磷酸四钾，焦磷酸一氢三钠，聚偏磷酸钾，酸式焦磷酸钙,Phosphoric acid, disodium dihydrogen pyrophosphate, tetrasodium pyrophosphate, calcium dihydrogen phosphate, potassium dihydrogen phosphate, diammonium hydrogen phosphate, dipotassium hydrogen phosphate, calcium hydrogen phosphate (dicalcium orthophosphate), tricalcium orthophosphate (calcium phosphate), tripotassium orthophosphate, trisodium orthophosphate, sodium polyphosphate, sodium tripolyphosphate, sodium dihydrogen phosphate, sodium phosphatedibasic,tetrapotassium pyrophosphate, trisodium monohydrogen diphosphate, potassium polymetaphosphate and calcium acid pyrophosphate,水分保持剂、膨松剂、酸度调节剂、稳定剂、凝固剂、抗结剂,夹心及装饰类饼干,15.0
磷酸，焦磷酸二氢二钠，焦磷酸钠，磷酸二氢钙，磷酸二氢钾，磷酸氢二铵，磷酸氢二钾，磷酸氢钙，磷酸三钙，磷酸三钾，磷酸三钠，六偏磷酸钠，三聚磷酸钠，磷酸二氢钠，磷酸氢二钠，焦磷酸四钾，焦磷酸一氢三钠，聚偏磷酸钾，酸式焦磷酸钙,Phosphoric acid, disodium dihydrogen pyrophosphate, tetrasodium pyrophosphate, calcium dihydrogen phosphate, potassium dihydrogen phosphate, diammonium hydrogen phosphate, dipotassium hydrogen phosphate, calcium hydrogen phosphate (dicalcium orthophosphate), tricalcium orthophosphate (calcium phosphate), tripotassium orthophosphate, trisodium orthophosphate, sodium polyphosphate, sodium tripolyphosphate, sodium dihydrogen phosphate, sodium phosphatedibasic,tetrapotassium pyrophosphate, trisodium monohydrogen diphosphate, potassium polymetaphosphate and calcium acid pyrophosphate,水分保持剂、膨松剂、酸度调节剂、稳定剂、凝固剂、抗结剂,威化饼干,15.0
磷酸，焦磷酸二氢二钠，焦磷酸钠，磷酸二氢钙，磷酸二氢钾，磷酸氢二铵，磷酸氢二钾，磷酸氢钙，磷酸三钙，磷酸三钾，磷酸三钠，六偏磷酸钠，三聚磷酸钠，磷酸二氢钠，磷酸氢二钠，焦磷酸四钾，焦磷酸一氢三钠，聚偏磷酸钾，酸式焦磷酸钙,Phosphoric acid, disodium dihydrogen pyrophosphate, tetrasodium pyrophosphate, calcium dihydrogen phosphate, potassium dihydrogen phosphate, diammonium hydrogen phosphate, dipotassium hydrogen phosphate, calcium hydrogen phosphate (dicalcium orthophosphate), tricalcium orthophosphate (calcium phosphate), tripotassium orthophosphate, trisodium orthophosphate, sodium polyphosphate, sodium tripolyphosphate, sodium dihydrogen phosphate, sodium phosphatedibasic,tetrapotassium pyrophosphate, trisodium monohydrogen diphosphate, potassium polymetaphosphate and calcium acid pyrophosphate,水分保持剂、膨松剂、酸度调节剂、稳定剂、凝固剂、抗结剂,蛋卷,15.0
磷酸，焦磷酸二氢二钠，焦磷酸钠，磷酸二氢钙，磷酸二氢钾，磷酸氢二铵，磷酸氢二钾，磷酸氢钙，磷酸三钙，磷酸三钾，磷酸三钠，六偏磷酸钠，三聚磷酸钠，磷酸二氢钠，磷酸氢二钠，焦磷酸四钾，焦磷酸一氢三钠，聚偏磷酸钾，酸式焦磷酸钙,Phosphoric acid, disodium dihydrogen pyrophosphate, tetrasodium pyrophosphate, calcium dihydrogen phosphate, potassium dihydrogen phosphate, diammonium hydrogen phosphate, dipotassium hydrogen phosphate, calcium hydrogen phosphate (dicalcium orthophosphate), tricalcium orthophosphate (calcium phosphate), tripotassium orthophosphate, trisodium orthophosphate, sodium polyphosphate, sodium tripolyphosphate, sodium dihydrogen phosphate, sodium phosphatedibasic,tetrapotassium pyrophosphate, trisodium monohydrogen diphosphate, potassium polymetaphosphate and calcium acid pyrophosphate,水分保持剂、膨松剂、酸度调节剂、稳定剂、凝固剂、抗结剂,其他饼干,15.0
磷酸，焦磷酸二氢二钠，焦磷酸钠，磷酸二氢钙，磷酸二氢钾，磷酸氢二铵，磷酸氢二钾，磷酸氢钙，磷酸三钙，磷酸三钾，磷酸三钠，六偏磷酸钠，三聚磷酸钠，磷酸二氢钠，磷酸氢二钠，焦磷酸四钾，焦磷酸一氢三钠，聚偏磷酸钾，酸式焦磷酸钙,Phosphoric acid, disodium dihydrogen pyrophosphate, tetrasodium pyrophosphate, calcium dihydrogen phosphate, potassium dihydrogen phosphate, diammonium hydrogen phosphate, dipotassium hydrogen phosphate, calcium hydrogen phosphate (dicalcium orthophosphate), tricalcium orthophosphate (calcium phosphate), tripotassium orthophosphate, trisodium orthophosphate, sodium polyphosphate, sodium tripolyphosphate, sodium dihydrogen phosphate, sodium phosphatedibasic,tetrapotassium pyrophosphate, trisodium monohydrogen diphosphate, potassium polymetaphosphate and calcium acid pyrophosphate,水分保持剂、膨松剂、酸度调节剂、稳定剂、凝固剂、抗结剂,焙烤食品馅料及表面用挂浆,15.0
磷酸，焦磷酸二氢二钠，焦磷酸钠，磷酸二氢钙，磷酸二氢钾，磷酸氢二铵，磷酸氢二钾，磷酸氢钙，磷酸三钙，磷酸三钾，磷酸三钠，六偏磷酸钠，三聚磷酸钠，磷酸二氢钠，磷酸氢二钠，焦磷酸四钾，焦磷酸一氢三钠，聚偏磷酸钾，酸式焦磷酸钙,Phosphoric acid, disodium dihydrogen pyrophosphate, tetrasodium pyrophosphate, calcium dihydrogen phosphate, potassium dihydrogen phosphate, diammonium hydrogen phosphate, dipotassium hydrogen phosphate, calcium hydrogen phosphate (dicalcium orthophosphate), tricalcium orthophosphate (calcium phosphate), tripotassium orthophosphate, trisodium orthophosphate, sodium polyphosphate, sodium tripolyphosphate, sodium dihydrogen phosphate, sodium phosphatedibasic,tetrapotassium pyrophosphate, trisodium monohydrogen diphosphate, potassium polymetaphosphate and calcium acid pyrophosphate,水分保持剂、膨松剂、酸度调节剂、稳定剂、凝固剂、抗结剂,其他焙烤食品,15.0
磷酸，焦磷酸二氢二钠，焦磷酸钠，磷酸二氢钙，磷酸二氢钾，磷酸氢二铵，磷酸氢二钾，磷酸氢钙，磷酸三钙，磷酸三钾，磷酸三钠，六偏磷酸钠，三聚磷酸钠，磷酸二氢钠，磷酸氢二钠，焦磷酸四钾，焦磷酸一氢三钠，聚偏磷酸钾，酸式焦磷酸钙,Phosphoric acid, disodium dihydrogen pyrophosphate, tetrasodium pyrophosphate, calcium dihydrogen phosphate, potassium dihydrogen phosphate, diammonium hydrogen phosphate, dipotassium hydrogen phosphate, calcium hydrogen phosphate (dicalcium orthophosphate), tricalcium orthophosphate (calcium phosphate), tripotassium orthophosphate, trisodium orthophosphate, sodium polyphosphate, sodium tripolyphosphate, sodium dihydrogen phosphate, sodium phosphatedibasic,tetrapotassium pyrophosphate, trisodium monohydrogen diphosphate, potassium polymetaphosphate and calcium acid pyrophosphate,水分保持剂、膨松剂、酸度调节剂、稳定剂、凝固剂、抗结剂,预制肉制品,5.0
磷酸，焦磷酸二氢二钠，焦磷酸钠，磷酸二氢钙，磷酸二氢钾，磷酸氢二铵，磷酸氢二钾，磷酸氢钙，磷酸三钙，磷酸三钾，磷酸三钠，六偏磷酸钠，三聚磷酸钠，磷酸二氢钠，磷酸氢二钠，焦磷酸四钾，焦磷酸一氢三钠，聚偏磷酸钾，酸式焦磷酸钙,Phosphoric acid, disodium dihydrogen pyrophosphate, tetrasodium pyrophosphate, calcium dihydrogen phosphate, potassium dihydrogen phosphate, diammonium hydrogen phosphate, dipotassium hydrogen phosphate, calcium hydrogen phosphate (dicalcium orthophosphate), tricalcium orthophosphate (calcium phosphate), tripotassium orthophosphate, trisodium orthophosphate, sodium polyphosphate, sodium tripolyphosphate, sodium dihydrogen phosphate, sodium phosphatedibasic,tetrapotassium pyrophosphate, trisodium monohydrogen diphosphate, potassium polymetaphosphate and calcium acid pyrophosphate,水分保持剂、膨松剂、酸度调节剂、稳定剂、凝固剂、抗结剂,调理肉制品（生肉添加调理料）,5.0
磷酸，焦磷酸二氢二钠，焦磷酸钠，磷酸二氢钙，磷酸二氢钾，磷酸氢二铵，磷酸氢二钾，磷酸氢钙，磷酸三钙，磷酸三钾，磷酸三钠，六偏磷酸钠，三聚磷酸钠，磷酸二氢钠，磷酸氢二钠，焦磷酸四钾，焦磷酸一氢三钠，聚偏磷酸钾，酸式焦磷酸钙,Phosphoric acid, disodium dihydrogen pyrophosphate, tetrasodium pyrophosphate, calcium dihydrogen phosphate, potassium dihydrogen phosphate, diammonium hydrogen phosphate, dipotassium hydrogen phosphate, calcium hydrogen phosphate (dicalcium orthophosphate), tricalcium orthophosphate (calcium phosphate), tripotassium orthophosphate, trisodium orthophosphate, sodium polyphosphate, sodium tripolyphosphate, sodium dihydrogen phosphate, sodium phosphatedibasic,tetrapotassium pyrophosphate, trisodium monohydrogen diphosphate, potassium polymetaphosphate and calcium acid pyrophosphate,水分保持剂、膨松剂、酸度调节剂、稳定剂、凝固剂、抗结剂,腌腊肉制品类（如咸肉、腊肉、板鸭、中式火腿、腊肠）,5.0
磷酸，焦磷酸二氢二钠，焦磷酸钠，磷酸二氢钙，磷酸二氢钾，磷酸氢二铵，磷酸氢二钾，磷酸氢钙，磷酸三钙，磷酸三钾，磷酸三钠，六偏磷酸钠，三聚磷酸钠，磷酸二氢钠，磷酸氢二钠，焦磷酸四钾，焦磷酸一氢三钠，聚偏磷酸钾，酸式焦磷酸钙,Phosphoric acid, disodium dihydrogen pyrophosphate, tetrasodium pyrophosphate, calcium dihydrogen phosphate, potassium dihydrogen phosphate, diammonium hydrogen phosphate, dipotassium hydrogen phosphate, calcium hydrogen phosphate (dicalcium orthophosphate), tricalcium orthophosphate (calcium phosphate), tripotassium orthophosphate, trisodium orthophosphate, sodium polyphosphate, sodium tripolyphosphate, sodium dihydrogen phosphate, sodium phosphatedibasic,tetrapotassium pyrophosphate, trisodium monohydrogen diphosphate, potassium polymetaphosphate and calcium acid pyrophosphate,水分保持剂、膨松剂、酸度调节剂、稳定剂、凝固剂、抗结剂,熟肉制品,5.0
磷酸，焦磷酸二氢二钠，焦磷酸钠，磷酸二氢钙，磷酸二氢钾，磷酸氢二铵，磷酸氢二钾，磷酸氢钙，磷酸三钙，磷酸三钾，磷酸三钠，六偏磷酸钠，三聚磷酸钠，磷酸二氢钠，磷酸氢二钠，焦磷酸四钾，焦磷酸一氢三钠，聚偏磷酸钾，酸式焦磷酸钙,Phosphoric acid, disodium dihydrogen pyrophosphate, tetrasodium pyrophosphate, calcium dihydrogen phosphate, potassium dihydrogen phosphate, diammonium hydrogen phosphate, dipotassium hydrogen phosphate, calcium hydrogen phosphate (dicalcium orthophosphate), tricalcium orthophosphate (calcium phosphate), tripotassium orthophosphate, trisodium orthophosphate, sodium polyphosphate, sodium tripolyphosphate, sodium dihydrogen phosphate, sodium phosphatedibasic,tetrapotassium pyrophosphate, trisodium monohydrogen diphosphate, potassium polymetaphosphate and calcium acid pyrophosphate,水分保持剂、膨松剂、酸度调节剂、稳定剂、凝固剂、抗结剂,酱卤肉制品类,5.0
磷酸，焦磷酸二氢二钠，焦磷酸钠，磷酸二氢钙，磷酸二氢钾，磷酸氢二铵，磷酸氢二钾，磷酸氢钙，磷酸三钙，磷酸三钾，磷酸三钠，六偏磷酸钠，三聚磷酸钠，磷酸二氢钠，磷酸氢二钠，焦磷酸四钾，焦磷酸一氢三钠，聚偏磷酸钾，酸式焦磷酸钙,Phosphoric acid, disodium dihydrogen pyrophosphate, tetrasodium pyrophosphate, calcium dihydrogen phosphate, potassium dihydrogen phosphate, diammonium hydrogen phosphate, dipotassium hydrogen phosphate, calcium hydrogen phosphate (dicalcium orthophosphate), tricalcium orthophosphate (calcium phosphate), tripotassium orthophosphate, trisodium orthophosphate, sodium polyphosphate, sodium tripolyphosphate, sodium dihydrogen phosphate, sodium phosphatedibasic,tetrapotassium pyrophosphate, trisodium monohydrogen diphosphate, potassium polymetaphosphate and calcium acid pyrophosphate,水分保持剂、膨松剂、酸度调节剂、稳定剂、凝固剂、抗结剂,白煮肉类,5.0
磷酸，焦磷酸二氢二钠，焦磷酸钠，磷酸二氢钙，磷酸二氢钾，磷酸氢二铵，磷酸氢二钾，磷酸氢钙，磷酸三钙，磷酸三钾，磷酸三钠，六偏磷酸钠，三聚磷酸钠，磷酸二氢钠，磷酸氢二钠，焦磷酸四钾，焦磷酸一氢三钠，聚偏磷酸钾，酸式焦磷酸钙,Phosphoric acid, disodium dihydrogen pyrophosphate, tetrasodium pyrophosphate, calcium dihydrogen phosphate, potassium dihydrogen phosphate, diammonium hydrogen phosphate, dipotassium hydrogen phosphate, calcium hydrogen phosphate (dicalcium orthophosphate), tricalcium orthophosphate (calcium phosphate), tripotassium orthophosphate, trisodium orthophosphate, sodium polyphosphate, sodium tripolyphosphate, sodium dihydrogen phosphate, sodium phosphatedibasic,tetrapotassium pyrophosphate, trisodium monohydrogen diphosphate, potassium polymetaphosphate and calcium acid pyrophosphate,水分保持剂、膨松剂、酸度调节剂、稳定剂、凝固剂、抗结剂,酱卤肉类,5.0
磷酸，焦磷酸二氢二钠，焦磷酸钠，磷酸二氢钙，磷酸二氢钾，磷酸氢二铵，磷酸氢二钾，磷酸氢钙，磷酸三钙，磷酸三钾，磷酸三钠，六偏磷酸钠，三聚磷酸钠，磷酸二氢钠，磷酸氢二钠，焦磷酸四钾，焦磷酸一氢三钠，聚偏磷酸钾，酸式焦磷酸钙,Phosphoric acid, disodium dihydrogen pyrophosphate, tetrasodium pyrophosphate, calcium dihydrogen phosphate, potassium dihydrogen phosphate, diammonium hydrogen phosphate, dipotassium hydrogen phosphate, calcium hydrogen phosphate (dicalcium orthophosphate), tricalcium orthophosphate (calcium phosphate), tripotassium orthophosphate, trisodium orthophosphate, sodium polyphosphate, sodium tripolyphosphate, sodium dihydrogen phosphate, sodium phosphatedibasic,tetrapotassium pyrophosphate, trisodium monohydrogen diphosphate, potassium polymetaphosphate and calcium acid pyrophosphate,水分保持剂、膨松剂、酸度调节剂、稳定剂、凝固剂、抗结剂,糟肉类,5.0
磷酸，焦磷酸二氢二钠，焦磷酸钠，磷酸二氢钙，磷酸二氢钾，磷酸氢二铵，磷酸氢二钾，磷酸氢钙，磷酸三钙，磷酸三钾，磷酸三钠，六偏磷酸钠，三聚磷酸钠，磷酸二氢钠，磷酸氢二钠，焦磷酸四钾，焦磷酸一氢三钠，聚偏磷酸钾，酸式焦磷酸钙,Phosphoric acid, disodium dihydrogen pyrophosphate, tetrasodium pyrophosphate, calcium dihydrogen phosphate, potassium dihydrogen phosphate, diammonium hydrogen phosphate, dipotassium hydrogen phosphate, calcium hydrogen phosphate (dicalcium orthophosphate), tricalcium orthophosphate (calcium phosphate), tripotassium orthophosphate, trisodium orthophosphate, sodium polyphosphate, sodium tripolyphosphate, sodium dihydrogen phosphate, sodium phosphatedibasic,tetrapotassium pyrophosphate, trisodium monohydrogen diphosphate, potassium polymetaphosphate and calcium acid pyrophosphate,水分保持剂、膨松剂、酸度调节剂、稳定剂、凝固剂、抗结剂,熏、烧、烤肉类,5.0
磷酸，焦磷酸二氢二钠，焦磷酸钠，磷酸二氢钙，磷酸二氢钾，磷酸氢二铵，磷酸氢二钾，磷酸氢钙，磷酸三钙，磷酸三钾，磷酸三钠，六偏磷酸钠，三聚磷酸钠，磷酸二氢钠，磷酸氢二钠，焦磷酸四钾，焦磷酸一氢三钠，聚偏磷酸钾，酸式焦磷酸钙,Phosphoric acid, disodium dihydrogen pyrophosphate, tetrasodium pyrophosphate, calcium dihydrogen phosphate, potassium dihydrogen phosphate, diammonium hydrogen phosphate, dipotassium hydrogen phosphate, calcium hydrogen phosphate (dicalcium orthophosphate), tricalcium orthophosphate (calcium phosphate), tripotassium orthophosphate, trisodium orthophosphate, sodium polyphosphate, sodium tripolyphosphate, sodium dihydrogen phosphate, sodium phosphatedibasic,tetrapotassium pyrophosphate, trisodium monohydrogen diphosphate, potassium polymetaphosphate and calcium acid pyrophosphate,水分保持剂、膨松剂、酸度调节剂、稳定剂、凝固剂、抗结剂,油炸肉类,5.0
磷酸，焦磷酸二氢二钠，焦磷酸钠，磷酸二氢钙，磷酸二氢钾，磷酸氢二铵，磷酸氢二钾，磷酸氢钙，磷酸三钙，磷酸三钾，磷酸三钠，六偏磷酸钠，三聚磷酸钠，磷酸二氢钠，磷酸氢二钠，焦磷酸四钾，焦磷酸一氢三钠，聚偏磷酸钾，酸式焦磷酸钙,Phosphoric acid, disodium dihydrogen pyrophosphate, tetrasodium pyrophosphate, calcium dihydrogen phosphate, potassium dihydrogen phosphate, diammonium hydrogen phosphate, dipotassium hydrogen phosphate, calcium hydrogen phosphate (dicalcium orthophosphate), tricalcium orthophosphate (calcium phosphate), tripotassium orthophosphate, trisodium orthophosphate, sodium polyphosphate, sodium tripolyphosphate, sodium dihydrogen phosphate, sodium phosphatedibasic,tetrapotassium pyrophosphate, trisodium monohydrogen diphosphate, potassium polymetaphosphate and calcium acid pyrophosphate,水分保持剂、膨松剂、酸度调节剂、稳定剂、凝固剂、抗结剂,西式火腿（熏烤、烟熏、蒸煮火腿）类,5.0
磷酸，焦磷酸二氢二钠，焦磷酸钠，磷酸二氢钙，磷酸二氢钾，磷酸氢二铵，磷酸氢二钾，磷酸氢钙，磷酸三钙，磷酸三钾，磷酸三钠，六偏磷酸钠，三聚磷酸钠，磷酸二氢钠，磷酸氢二钠，焦磷酸四钾，焦磷酸一氢三钠，聚偏磷酸钾，酸式焦磷酸钙,Phosphoric acid, disodium dihydrogen pyrophosphate, tetrasodium pyrophosphate, calcium dihydrogen phosphate, potassium dihydrogen phosphate, diammonium hydrogen phosphate, dipotassium hydrogen phosphate, calcium hydrogen phosphate (dicalcium orthophosphate), tricalcium orthophosphate (calcium phosphate), tripotassium orthophosphate, trisodium orthophosphate, sodium polyphosphate, sodium tripolyphosphate, sodium dihydrogen phosphate, sodium phosphatedibasic,tetrapotassium pyrophosphate, trisodium monohydrogen diphosphate, potassium polymetaphosphate and calcium acid pyrophosphate,水分保持剂、膨松剂、酸度调节剂、稳定剂、凝固剂、抗结剂,肉灌肠类,5.0
磷酸，焦磷酸二氢二钠，焦磷酸钠，磷酸二氢钙，磷酸二氢钾，磷酸氢二铵，磷酸氢二钾，磷酸氢钙，磷酸三钙，磷酸三钾，磷酸三钠，六偏磷酸钠，三聚磷酸钠，磷酸二氢钠，磷酸氢二钠，焦磷酸四钾，焦磷酸一氢三钠，聚偏磷酸钾，酸式焦磷酸钙,Phosphoric acid, disodium dihydrogen pyrophosphate, tetrasodium pyrophosphate, calcium dihydrogen phosphate, potassium dihydrogen phosphate, diammonium hydrogen phosphate, dipotassium hydrogen phosphate, calcium hydrogen phosphate (dicalcium orthophosphate), tricalcium orthophosphate (calcium phosphate), tripotassium orthophosphate, trisodium orthophosphate, sodium polyphosphate, sodium tripolyphosphate, sodium dihydrogen phosphate, sodium phosphatedibasic,tetrapotassium pyrophosphate, trisodium monohydrogen diphosphate, potassium polymetaphosphate and calcium acid pyrophosphate,水分保持剂、膨松剂、酸度调节剂、稳定剂、凝固剂、抗结剂,发酵肉制品类,5.0
磷酸，焦磷酸二氢二钠，焦磷酸钠，磷酸二氢钙，磷酸二氢钾，磷酸氢二铵，磷酸氢二钾，磷酸氢钙，磷酸三钙，磷酸三钾，磷酸三钠，六偏磷酸钠，三聚磷酸钠，磷酸二氢钠，磷酸氢二钠，焦磷酸四钾，焦磷酸一氢三钠，聚偏磷酸钾，酸式焦磷酸钙,Phosphoric acid, disodium dihydrogen pyrophosphate, tetrasodium pyrophosphate, calcium dihydrogen phosphate, potassium dihydrogen phosphate, diammonium hydrogen phosphate, dipotassium hydrogen phosphate, calcium hydrogen phosphate (dicalcium orthophosphate), tricalcium orthophosphate (calcium phosphate), tripotassium orthophosphate, trisodium orthophosphate, sodium polyphosphate, sodium tripolyphosphate, sodium dihydrogen phosphate, sodium phosphatedibasic,tetrapotassium pyrophosphate, trisodium monohydrogen diphosphate, potassium polymetaphosphate and calcium acid pyrophosphate,水分保持剂、膨松剂、酸度调节剂、稳定剂、凝固剂、抗结剂,熟肉干制品,5.0
磷酸，焦磷酸二氢二钠，焦磷酸钠，磷酸二氢钙，磷酸二氢钾，磷酸氢二铵，磷酸氢二钾，磷酸氢钙，磷酸三钙，磷酸三钾，磷酸三钠，六偏磷酸钠，三聚磷酸钠，磷酸二氢钠，磷酸氢二钠，焦磷酸四钾，焦磷酸一氢三钠，聚偏磷酸钾，酸式焦磷酸钙,Phosphoric acid, disodium dihydrogen pyrophosphate, tetrasodium pyrophosphate, calcium dihydrogen phosphate, potassium dihydrogen phosphate, diammonium hydrogen phosphate, dipotassium hydrogen phosphate, calcium hydrogen phosphate (dicalcium orthophosphate), tricalcium orthophosphate (calcium phosphate), tripotassium orthophosphate, trisodium orthophosphate, sodium polyphosphate, sodium tripolyphosphate, sodium dihydrogen phosphate, sodium phosphatedibasic,tetrapotassium pyrophosphate, trisodium monohydrogen diphosphate, potassium polymetaphosphate and calcium acid pyrophosphate,水分保持剂、膨松剂、酸度调节剂、稳定剂、凝固剂、抗结剂,肉松类,5.0
